5.551114999999999755e-17,3.330669000000000223e-16,-4.440891999999999804e-16,1.370727177409845265e-08,-1.333163927288350689e-09,5.181648671542109155e-10
-4.690293999999999713e-02,-2.839927999999999897e-02,8.586941000000000157e-01,6.623167726572483371e-02,-1.183917196631432689e-01,-3.034680792181559603e-02
-9.374345000000000594e-02,-5.676064000000000109e-02,1.716274999999999995e+00,1.324952301328118365e-01,-2.365699411251485085e-01,-6.064890794409075192e-02
-1.406428999999999874e-01,-8.515762000000000331e-02,2.574964000000000031e+00,1.989626251801305812e-01,-3.548408614337333344e-01,-9.098472728084595895e-02
-1.874858000000000080e-01,-1.135202000000000017e-01,3.432647999999999922e+00,2.654699035476953961e-01,-4.729131011126689876e-01,-1.212801351873857986e-01
-2.343818000000000012e-01,-1.419150000000000134e-01,4.291335000000000122e+00,3.321729380833922662e-01,-5.910628527967985990e-01,-1.516060566557199119e-01
-2.812195000000000111e-01,-1.702742999999999896e-01,5.148986999999999981e+00,3.989132138757943702e-01,-7.090103927634385794e-01,-1.818910890202751762e-01
-3.281178000000000150e-01,-1.986702999999999941e-01,6.007776999999999923e+00,4.658599627109415997e-01,-8.270531595578124451e-01,-2.122119469820588078e-01
-3.749546999999999741e-01,-2.270290000000000086e-01,6.865477000000000274e+00,5.328393127339441371e-01,-9.448862967957387671e-01,-2.424904632342245181e-01
-4.218367000000000089e-01,-2.554151000000000060e-01,7.724035999999999902e+00,6.000033152822422666e-01,-1.062776122707837168e+00,-2.727954480863973852e-01
-4.687329000000000079e-01,-2.838095999999999952e-01,8.582886000000000237e+00,6.673082976728901272e-01,-1.180645793692925549e+00,-3.031072389773729614e-01
-5.155473999999999890e-01,-3.121547000000000072e-01,9.440274999999999750e+00,7.346157063476262961e-01,-1.298253515990804186e+00,-3.333644493813801568e-01
-5.624310000000000143e-01,-3.405415999999999999e-01,1.029895999999999923e+01,8.021428175526820192e-01,-1.415978994039180483e+00,-3.636643790500303508e-01
-6.093087000000000364e-01,-3.689250000000000029e-01,1.115756999999999977e+01,8.697814916652444328e-01,-1.533632406250198699e+00,-3.939590128582749484e-01
-6.562052000000000440e-01,-3.973963999999999830e-01,1.201540999999999926e+01,9.425291853000342668e-01,-1.651660358220721658e+00,-4.316463474699819836e-01
-7.018788000000000249e-01,-4.239119000000000081e-01,1.286965000000000003e+01,9.334308025169202327e-01,-1.760393491567297408e+00,-3.493092707841558009e-01
-7.498240999999999934e-01,-4.540039000000000158e-01,1.373146000000000022e+01,1.073272167115443265e+00,-1.885952558909431254e+00,-4.847665541585480797e-01
-7.992510999999999921e-01,-4.840769999999999795e-01,1.460026000000000046e+01,1.225154534599473877e+00,-1.979475323521841412e+00,-5.411699534775311626e-01
-8.546641999999999850e-01,-5.155070000000000485e-01,1.547957000000000072e+01,1.344191212030218407e+00,-2.088990669022528390e+00,-7.572168293739907075e-01
-9.072867999999999489e-01,-5.464704999999999702e-01,1.636939999999999884e+01,1.327665563327089959e+00,-2.165045849291459046e+00,-8.251960140646147357e-01
-9.609162999999999455e-01,-5.783595000000000264e-01,1.726895999999999987e+01,1.230772444055847625e+00,-2.257426328164551688e+00,-8.100180453277575632e-01
-1.011589000000000071e+00,-6.092402999999999569e-01,1.817317999999999856e+01,1.147557224845165313e+00,-2.344371035489391630e+00,-8.214409653185609228e-01
-1.066256000000000093e+00,-6.387363000000000346e-01,1.908410999999999902e+01,1.119722128504954339e+00,-2.412723102119143981e+00,-7.949155213002883080e-01
-1.118651000000000062e+00,-6.686218999999999912e-01,1.999721999999999866e+01,1.157509059060193524e+00,-2.513062214127121941e+00,-8.106790588431320721e-01
-1.171839999999999993e+00,-6.990777999999999714e-01,2.091367999999999938e+01,1.222931994749331563e+00,-2.575498230714810433e+00,-7.156650216103892514e-01
-1.224278999999999895e+00,-7.287420999999999482e-01,2.184042000000000172e+01,1.131464152563986358e+00,-2.620565290492478550e+00,-6.986861579400179822e-01
-1.280807000000000029e+00,-7.604716999999999727e-01,2.277431999999999945e+01,9.101930787599255002e-01,-2.621694085400130714e+00,-7.862650101000359104e-01
-1.334840999999999944e+00,-7.929673000000000416e-01,2.370953000000000088e+01,6.998265306674202879e-01,-2.575037603733420166e+00,-8.216530132224706406e-01
-1.385747000000000062e+00,-8.209243999999999986e-01,2.465174999999999983e+01,5.492449967173766989e-01,-2.493979946440147533e+00,-7.603051084744782973e-01
-1.436633000000000049e+00,-8.456207999999999503e-01,2.559694000000000003e+01,4.801005645305159164e-01,-2.411676011198601977e+00,-7.451840764652116755e-01
-1.487044000000000032e+00,-8.702126999999999502e-01,2.654470999999999847e+01,6.274597905860912483e-01,-2.343652589450871293e+00,-7.646063256419672882e-01
-1.538024999999999975e+00,-8.971120999999999679e-01,2.749626999999999910e+01,9.322712351747878268e-01,-2.288270484856415710e+00,-8.343471842785246118e-01
-1.586551000000000045e+00,-9.254151000000000460e-01,2.845466000000000051e+01,1.132086500416914054e+00,-2.217915432266798437e+00,-8.006611360916059406e-01
-1.633362999999999898e+00,-9.555630000000000512e-01,2.942293000000000092e+01,1.056951489579546433e+00,-2.179643987568673058e+00,-6.585966031361168982e-01
-1.680970999999999993e+00,-9.838377000000000372e-01,3.039838999999999913e+01,7.724843367706613062e-01,-2.193133689648943285e+00,-5.502250144677958144e-01
-1.728893000000000013e+00,-1.011771999999999894e+00,3.137764999999999915e+01,5.327747566750892227e-01,-2.249000796457426343e+00,-3.554238263236391693e-01
-1.768976000000000104e+00,-1.036362999999999923e+00,3.235714000000000112e+01,5.367693813992420182e-01,-2.314814040192889610e+00,8.376427432696562092e-02
-1.815833999999999948e+00,-1.059789000000000092e+00,3.333630999999999744e+01,7.549156249683481867e-01,-2.409768060179102278e+00,2.487334406108065166e-01
-1.870662999999999965e+00,-1.088016000000000094e+00,3.432021000000000299e+01,1.008582677573218733e+00,-2.498180259187858798e+00,1.896490084681880517e-01
-1.929780000000000051e+00,-1.129879999999999995e+00,3.533097000000000065e+01,1.082916587115298590e+00,-2.606501681466239617e+00,1.513806834057517536e-01
-1.993748000000000076e+00,-1.194547999999999943e+00,3.638750999999999891e+01,9.598668316949048318e-01,-2.667530175634349465e+00,1.596030009090876611e-01
-2.061112000000000055e+00,-1.249881000000000020e+00,3.742849999999999966e+01,7.890692075991359022e-01,-2.723034506194864868e+00,-2.381595602183983126e-02
-2.126952999999999872e+00,-1.305052000000000101e+00,3.847151000000000209e+01,7.330359403801921525e-01,-2.796997569377363657e+00,-3.589599475807025292e-02
-2.190967000000000109e+00,-1.349142000000000063e+00,3.950365000000000038e+01,6.031472900687812055e-01,-2.853421052751922371e+00,-8.050225683817159583e-02
-2.256114999999999871e+00,-1.393046999999999924e+00,4.053855000000000075e+01,3.823687596972155656e-01,-2.856856651748322040e+00,-4.710028269457966488e-02
-2.329940000000000122e+00,-1.426813000000000109e+00,4.156110999999999933e+01,3.008366234087037627e-01,-2.881358421960702021e+00,-3.856334493938119445e-01
-2.399728000000000083e+00,-1.460731000000000002e+00,4.258303000000000083e+01,2.846740284895841189e-01,-2.876374250319186032e+00,-4.126240253187684059e-01
-2.465214000000000016e+00,-1.489500999999999964e+00,4.359302000000000277e+01,3.862058513575039043e-01,-2.884725335245867051e+00,-4.019711030250517347e-01
-2.535884999999999945e+00,-1.522850000000000037e+00,4.459790000000000276e+01,5.544672148819490554e-01,-2.869635324504181462e+00,-5.424869689704008291e-01
-2.600016000000000105e+00,-1.559884999999999966e+00,4.559882000000000346e+01,5.605321330563414195e-01,-2.925531741062136870e+00,-5.333280335796332094e-01
-2.661881000000000164e+00,-1.593755999999999950e+00,4.659803000000000139e+01,4.662648238532442480e-01,-3.002044256116005005e+00,-4.176993303146728787e-01
-2.728914000000000062e+00,-1.629817000000000071e+00,4.759275000000000233e+01,4.088319128851930495e-01,-3.052051865796626462e+00,-4.264014990042843678e-01
-2.800793999999999784e+00,-1.664528999999999925e+00,4.857856000000000307e+01,5.421900951830054272e-01,-3.065842730881164435e+00,-5.922755758785076541e-01
-2.871335999999999888e+00,-1.697621000000000047e+00,4.955599999999999739e+01,8.558195778616199956e-01,-3.107565857086975747e+00,-6.330623004690207889e-01
-2.937934999999999963e+00,-1.729012999999999911e+00,5.053773000000000337e+01,9.029373350928284747e-01,-3.133800835560992759e+00,-6.595929273891788513e-01
-3.002463000000000104e+00,-1.766742000000000035e+00,5.151845000000000141e+01,7.145367189407042519e-01,-3.151892355650307564e+00,-6.277120019755662028e-01
-3.065843999999999792e+00,-1.798993999999999982e+00,5.249501000000000062e+01,5.279964835104518084e-01,-3.171819712118044698e+00,-4.627475578401024636e-01
-3.130184999999999995e+00,-1.830051000000000094e+00,5.346497999999999706e+01,4.747071475257613749e-01,-3.188851970286277648e+00,-3.901790253991497259e-01
-3.191520000000000135e+00,-1.858397999999999994e+00,5.442804000000000286e+01,5.156050102650169276e-01,-3.201059547527254523e+00,-2.168992182067362995e-01
-3.248810999999999893e+00,-1.886487000000000025e+00,5.539177999999999713e+01,6.068586975446279563e-01,-3.234618376201260137e+00,-2.587539142647506119e-02
-3.310922000000000143e+00,-1.913840999999999903e+00,5.635038999999999731e+01,5.493946688469955042e-01,-3.304635951785814374e+00,5.950332932166604166e-02
-3.371513999999999900e+00,-1.938228999999999980e+00,5.731251000000000317e+01,2.930690686669779055e-01,-3.368416970671955557e+00,2.339038884253794026e-01
-3.438994000000000106e+00,-1.956763000000000030e+00,5.827400000000000091e+01,-3.166588552492902164e-02,-3.395311949056490697e+00,3.436319532387047682e-01
-3.511312999999999906e+00,-1.975961999999999996e+00,5.922540000000000049e+01,-1.421605520680946089e-01,-3.426271141991340308e+00,2.610437792951777469e-01
-3.579193000000000069e+00,-1.998110999999999970e+00,6.016633000000000209e+01,-6.131356665627073557e-03,-3.513576805182380802e+00,1.676507777750195216e-01
-3.641783999999999910e+00,-2.021539000000000197e+00,6.109125000000000227e+01,4.856033003633812295e-01,-3.601661276467178485e+00,7.045524354857611582e-02
-3.703383999999999787e+00,-2.049158999999999953e+00,6.200632000000000232e+01,8.146404971869474210e-01,-3.665158693854646987e+00,2.884499788290779011e-03
